ID,Location,Date,Time,Replicate,Collecter,Type,Comment,"This cell checks to make sure the ID and the Sample Name match - If its blank, its good!",Analyzed on Machine,Sample Name,Processed Delta 2H,Processed Delta 2H StDev,Processed Delta 18O,Processed Delta 18O StDev,Processed Delta 17O,Processed Delta 17O StDev,Comments,,
1230,WET CENTER,7/29/2024,10:48:00 AM,1,"RV, RC",Stream,,,9/27/2024,1230,-49.474153,6.02E-01,-7.25979,1.18E-01,-4.066638,6.06E-02,,,
1261,WET CENTER,7/29/2024,11:59:00 PM,2,"RV, RC",Precipitation,,,11/7/2024,1261,-33.769719,2.93E-01,-5.730455,2.92E-02,-2.680113,5.22E-02,,,
1260,WET CENTER,7/29/2024,11:59:00 PM,1,"RV, RC",Precipitation,"Rain storm from 7/29-7/30/24, received 0.22in",,11/7/2024,1260,-33.141501,2.34E-01,-5.702197,2.09E-02,-2.517176,5.48E-02,,,
1245,WET CENTER,7/30/2024,10:50:00 PM,1,"RV, RC",Stream_Storm6,10,,9/27/2024,1245,-49.310391,2.93E-01,-8.120301,8.88E-02,-4.128368,3.44E-02,,,
1243,WET CENTER,7/30/2024,2:50:00 PM,1,"RV, RC",Stream_Storm6,8,,9/27/2024,1243,-48.837757,1.46E-01,-8.065381,4.33E-02,-4.11324,2.20E-02,,,
1244,WET CENTER,7/30/2024,6:50:00 PM,1,"RV, RC",Stream_Storm6,9,,9/27/2024,1244,-48.491116,3.66E-01,-8.014256,8.36E-02,-4.139779,7.31E-02,,,
1242,WET CENTER,7/30/2024,10:50:00 AM,1,"RV, RC",Stream_Storm6,7: 1-7 picked up on 7/30 @ 11am,,9/27/2024,1242,-48.117556,1.26E-01,-7.944849,5.24E-02,-4.117063,1.79E-02,,,
1241,WET CENTER,7/30/2024,6:50:00 AM,1,"RV, RC",Stream_Storm6,6,,9/27/2024,1241,-49.193178,2.86E-01,-7.924248,5.22E-02,-4.112398,4.09E-02,,,
1240,WET CENTER,7/30/2024,2:50:00 AM,1,"RV, RC",Stream_Storm6,5,,9/27/2024,1240,-48.720175,5.45E-01,-7.92046,7.22E-02,-4.106586,6.22E-02,,,
1249,WET CENTER,7/31/2024,2:50:00 PM,1,"RV, RC",Stream_Storm6,14,,9/27/2024,1249,-49.022186,2.16E-01,-8.470907,6.03E-02,-4.400457,2.66E-02,,,
1248,WET CENTER,7/31/2024,10:50:00 AM,1,"RV, RC",Stream_Storm6,13: 8-13 picked up on 7/31 @ 12pm,,9/27/2024,1248,-49.218875,3.11E-01,-8.439871,5.18E-02,-4.35502,3.52E-02,,,
1247,WET CENTER,7/31/2024,6:50:00 AM,1,"RV, RC",Stream_Storm6,12,,9/27/2024,1247,-49.235831,1.38E-01,-8.25339,7.87E-02,-4.331599,3.03E-02,,,
1246,WET CENTER,7/31/2024,2:50:00 AM,1,"RV, RC",Stream_Storm6,11,,9/27/2024,1246,-46.992209,4.37E-01,-8.202291,3.83E-02,-4.26934,3.84E-02,1 fvol,,
1251,WET CENTER,7/31/2024,10:50:00 PM,1,"RV, RC",Stream_Storm6,16,,9/27/2024,1251,-44.298804,4.21E-01,-6.997714,9.44E-02,-3.464531,5.60E-02,,,
1250,WET CENTER,7/31/2024,6:50:00 PM,1,"RV, RC",Stream_Storm6,15,,9/27/2024,1250,-43.875132,8.45E-01,-6.917657,2.96E-02,-3.38992,3.73E-02,"4 Hck, 1 svol",,
1262,WET CENTER,7/31/2024,11:59:00 PM,1,RC,Precipitation,"Received ~165-170mL ≈ 0.45 - 0.47in of rain in precip collector (retrieved at 12 pm on 8/1), compared with Hadley data of: 0.01in 7/31/24 and 0.54in 8/1/2024 [7/30-8/1/24]",,11/7/2024,1262,-29.827146,1.52E-01,-5.591026,2.59E-02,-2.534927,3.56E-02,,,
1264,WET CENTER,7/31/2024,11:59:00 PM,3,RC,Precipitation,,,11/7/2024,1264,-30.319873,5.12E-01,-5.567224,5.86E-02,-2.733492,7.93E-02,,,
1263,WET CENTER,7/31/2024,11:59:00 PM,2,RC,Precipitation,,,11/7/2024,1263,-29.949818,6.20E-01,-5.547673,5.47E-02,-2.660429,6.77E-02,,,
1265,WET CENTER,7/31/2024,11:59:00 PM,4,RC,Precipitation,,,11/7/2024,1265,-29.750601,1.88E-01,-5.49454,7.03E-02,-2.691326,6.45E-02,,,
1256,WET CENTER,8/1/2024,6:50:00 PM,1,"RV, RC",Stream_Storm6,21,,9/27/2024,1256,-48.197821,1.56E-01,-7.67299,7.92E-02,-3.896467,4.44E-02,,,
1254,WET CENTER,8/1/2024,10:50:00 AM,1,"RV, RC",Stream_Storm6,19: 14-19 picked up on 8/1 @ 11am,,9/27/2024,1254,-48.426162,1.82E-01,-7.636998,3.82E-02,-3.890544,2.16E-02,,,
1257,WET CENTER,8/1/2024,10:50:00 PM,1,"RV, RC",Stream_Storm6,22,,9/27/2024,1257,-46.931906,0.00E+00,-7.629836,0.00E+00,-3.896141,0.00E+00,4 fvol,,
1255,WET CENTER,8/1/2024,2:50:00 PM,1,"RV, RC",Stream_Storm6,20,,9/27/2024,1255,-47.674698,5.36E-01,-7.566805,8.62E-02,-3.901565,7.48E-02,,,
1253,WET CENTER,8/1/2024,6:50:00 AM,1,"RV, RC",Stream_Storm6,18,,9/27/2024,1253,-46.32369,4.07E-01,-7.340033,5.68E-02,-3.687941,1.42E-02,,,
1252,WET CENTER,8/1/2024,2:50:00 AM,1,"RV, RC",Stream_Storm6,17,,9/27/2024,1252,-45.150855,2.58E-01,-7.14919,5.90E-02,-3.559902,2.68E-02,,,
1258,WET CENTER,8/2/2024,2:50:00 AM,1,"RV, RC",Stream_Storm6,23,,9/27/2024,1258,-48.45017,1.08E-01,-7.671665,2.47E-02,-3.995573,4.38E-02,,,
1259,WET CENTER,8/2/2024,6:50:00 AM,1,"RV, RC",Stream_Storm6,24: 20-24 picked up on 8/2 @ ,,9/27/2024,1259,-48.427743,6.34E-01,-7.652293,9.63E-02,-3.926745,4.68E-02,1 pres,,
1266,WET CENTER,8/4/2024,11:59:00 PM,1,RC,Precipitation,"Received ~340-350mL ≈ 0.94 - 0.96in of rain in precip collector (retrieved at 9:45 am on 8/5), compared with Hadley data of: 0.72in 8/3/24 and 0.44in 8/5/2024 [8/1-8/5/24]",,11/7/2024,1266,-18.526965,9.56E-01,-4.066362,1.27E-01,-1.995511,8.60E-02,,,
1269,WET CENTER,8/4/2024,11:59:00 PM,4,RC,Precipitation,,,11/7/2024,1269,-18.031884,6.06E-01,-4.063323,7.69E-02,-2.082407,3.48E-02,,,
1267,WET CENTER,8/4/2024,11:59:00 PM,2,RC,Precipitation,,,11/7/2024,1267,-18.057356,3.50E-01,-4.061081,5.04E-02,-2.037845,1.84E-02,,,
1268,WET CENTER,8/4/2024,11:59:00 PM,3,RC,Precipitation,,,11/7/2024,1268,-17.955067,5.02E-01,-4.041333,7.81E-02,-1.955716,6.32E-02,,,
1273,WET CENTER,8/6/2024,11:59:00 PM,4,"RC, ZW",Precipitation,,,11/8/2024,1273,-63.725715,4.36E-01,-9.825849,7.34E-02,-5.225253,4.99E-02,,,
1270,WET CENTER,8/6/2024,11:59:00 PM,1,"RC, ZW",Precipitation,"Received ~265mL ≈ 0.73in of rain in precip collector (retrieved at 9:35 am on 8/7), compared with Hadley data of: 0.03in 8/6/24 and 0.77in 8/7/2024 [8/5-8/7/24]",,11/7/2024,1270,-63.031633,9.71E-01,-9.4841,9.44E-02,-4.932152,7.41E-02,,,
1272,WET CENTER,8/6/2024,11:59:00 PM,3,"RC, ZW",Precipitation,,,11/7/2024,1272,-63.383513,3.62E-01,-9.411031,1.03E-01,-4.865594,9.15E-02,,,
1271,WET CENTER,8/6/2024,11:59:00 PM,2,"RC, ZW",Precipitation,,,11/7/2024,1271,-62.981279,2.64E-01,-9.320124,6.37E-02,-4.832975,5.26E-02,,,
1288,WET CENTER,8/8/2024,11:59:00 PM,4,RC,Precipitation,,,11/8/2024,1288,-45.030461,1.43E-01,-7.301992,4.25E-02,-2.50607,2.30E-02,,,
1287,WET CENTER,8/8/2024,11:59:00 PM,3,RC,Precipitation,"Received ~155mL ≈ 0.43in of rain in precip collector (retrieved at 9:25 am on 8/9), compared with Hadley data of: 0.06in 8/6/24 and 0.54in 8/7/2024 [8/7-8/9/24]",,11/8/2024,1287,-44.813215,2.88E-01,-7.215149,6.27E-02,-2.701218,4.73E-02,,,
1364,WET CENTER,9/24/2024,1:46:00 PM,1,"RV, EW, XG",Stream,"Hasn't rained in 1 month, low flow, and a lot of vegetation in all of them",,10/28/2024,1364,-50.903151,1.73E-01,-8.215025,2.92E-03,-4.116756,5.79E-02,,,
1365,WET CENTER,9/24/2024,1:46:00 PM,2,"RV, EW, XG",Stream,,,10/28/2024,1365,-49.987572,1.38E-01,-8.14208,4.76E-02,-4.171407,4.65E-02,,,
1380,WET CENTER,9/25/2024,8:00:00 PM,1,RV,Stream_Storm7,2,,10/27/2024,1380,-51.301638,2.59E-01,-8.206755,4.64E-02,-4.246791,3.05E-02,,,
1379,WET CENTER,9/25/2024,4:00:00 PM,1,RV,Stream_Storm7,1,,10/27/2024,1379,-51.134439,4.33E-01,-8.134044,5.29E-02,-4.239841,2.71E-02,,,
1383,WET CENTER,9/26/2024,8:00:00 AM,1,RV,Stream_Storm7,5,,10/27/2024,1383,-50.768489,1.26E-01,-8.210814,4.74E-02,-4.142762,5.02E-02,,,
1384,WET CENTER,9/26/2024,12:00:00 PM,1,RV,Stream_Storm7,6,,10/27/2024,1384,-50.684917,2.83E-01,-8.172146,3.62E-02,-4.115621,4.72E-02,,,
1381,WET CENTER,9/26/2024,12:00:00 AM,1,RV,Stream_Storm7,3,,10/27/2024,1381,-50.344141,2.83E-01,-8.075303,3.78E-02,-4.142885,2.79E-02,,,
1382,WET CENTER,9/26/2024,4:00:00 AM,1,RV,Stream_Storm7,4,,10/27/2024,1382,-49.249366,4.71E-01,-8.014497,7.66E-02,-4.022504,3.36E-02,,,
1386,WET CENTER,9/26/2024,8:00:00 PM,1,RV,Stream_Storm7,8,,10/27/2024,1386,-47.083565,3.65E-01,-7.678163,8.38E-02,-3.893417,8.28E-02,,,
1385,WET CENTER,9/26/2024,4:00:00 PM,1,RV,Stream_Storm7,7,,10/27/2024,1385,-35.407716,4.39E-01,-6.24671,7.95E-02,-3.122981,6.06E-02,,,
1370,WET CENTER,9/26/2024,11:59:00 PM,1,RV,Precipitation,Received 0.41 inches over the entire day of 9/26. Picked up at 2:30 on 9/27,,10/28/2024,1370,-17.427279,7.74E-01,-4.067057,4.34E-02,-1.579068,6.05E-02,,,
1371,WET CENTER,9/26/2024,11:59:00 PM,2,RV,Precipitation,,,10/28/2024,1371,-16.877574,1.52E-01,-4.020085,6.32E-02,-1.760181,3.97E-02,,,-4.022437333
1372,WET CENTER,9/26/2024,11:59 PM,3,RV,Precipitation,,,10/28/2024,1372,-16.586032,2.40E-01,-3.98017,2.04E-02,-1.802208,1.43E-02,,,
1392,WET CENTER,9/27/2024,8:00:00 PM,1,RV,Stream_Storm7,14,,10/27/2024,1392,-50.337278,3.56E-01,-8.160395,7.07E-02,-4.104046,2.86E-02,,,
1391,WET CENTER,9/27/2024,4:00:00 PM,1,RV,Stream_Storm7,13,,10/27/2024,1391,-49.578207,4.57E-01,-8.023506,7.78E-02,-4.0396,3.80E-02,,,
1390,WET CENTER,9/27/2024,12:00:00 PM,1,RV,Stream_Storm7,12,,10/27/2024,1390,-49.062566,3.88E-01,-7.953081,3.89E-02,-3.993343,8.40E-02,,,
1389,WET CENTER,9/27/2024,8:00:00 AM,1,RV,Stream_Storm7,11,,10/27/2024,1389,-48.137162,1.72E-01,-7.777386,5.01E-02,-3.992526,1.07E-02,,,
1388,WET CENTER,9/27/2024,4:00:00 AM,1,RV,Stream_Storm7,10,,10/27/2024,1388,-47.738395,2.17E-01,-7.718428,2.90E-02,-3.939433,5.88E-02,,,
1387,WET CENTER,9/27/2024,12:00:00 AM,1,RV,Stream_Storm7,9,,10/27/2024,1387,-46.924492,2.45E-01,-7.587225,7.07E-02,-3.869854,5.24E-02,,,
1394,WET CENTER,9/28/2024,4:00:00 AM,1,RV,Stream_Storm7,16,,10/27/2024,1394,-50.311095,3.69E-01,-8.125291,6.29E-02,-4.069417,6.84E-02,,,
1393,WET CENTER,9/28/2024,12:00:00 AM,1,RV,Stream_Storm7,15,,10/27/2024,1393,-50.269649,4.68E-01,-8.112068,1.07E-01,-4.117886,4.64E-02,,,
1395,WET CENTER,9/28/2024,8:00:00 AM,1,RV,Stream_Storm7,17,,10/27/2024,1395,-50.892462,2.84E-01,-8.083905,5.85E-02,-4.171951,2.70E-02,,,
1398,WET CENTER,9/28/2024,8:00:00 PM,1,RV,Stream_Storm7,20: RV noticed this vial shattered on 10/14. Reason unknown. Replaced with same sample taken from PFAs container on 10/27,,10/27/2024,1398,-50.486129,4.17E-01,-8.06438,6.64E-02,-4.124169,6.03E-02,1 svol,,
1396,WET CENTER,9/28/2024,12:00:00 PM,1,RV,Stream_Storm7,18,,10/27/2024,1396,-50.513004,2.85E-01,-8.056396,6.23E-02,-4.155181,1.60E-02,,,
1397,WET CENTER,9/28/2024,4:00:00 PM,1,RV,Stream_Storm7,19,,10/27/2024,1397,-50.608249,1.19E-01,-8.050238,4.09E-02,-4.114028,5.56E-02,,,
1399,WET CENTER,9/29/2024,12:00:00 AM,1,RV,Stream_Storm7,21: RV noticed this vial shattered on 10/14. Reason unknown. Replaced with same sample taken from PFAs container on 10/27,,10/27/2024,1399,-51.186862,1.79E-01,-8.160606,5.41E-02,-4.194426,2.35E-02,,,
1400,WET CENTER,9/29/2024,4:00:00 AM,1,RV,Stream_Storm7,22,,10/27/2024,1400,-50.744762,4.01E-01,-8.055178,5.34E-02,-4.190482,8.67E-02,1 svol,,
1401,WET CENTER,9/29/2024,8:00:00 AM,1,RV,Stream_Storm7,23,,10/27/2024,1401,-51.014638,2.73E-01,-8.036108,7.68E-02,-4.235747,4.50E-02,,,
1402,WET CENTER,9/29/2024,12:00:00 PM,1,RV,Stream_Storm7,24,,10/27/2024,1402,-50.902068,6.71E-02,-7.941294,2.29E-02,-4.170252,2.88E-02,,,
1373,WET CENTER,10/1/2024,1:33:00 PM,1,"RV, EW, XG",Stream,Hasn't rained in five days.,,10/28/2024,1373,-50.562572,8.48E-01,-8.244321,1.67E-01,-3.772119,8.04E-02,3 2Hck,,
1374,WET CENTER,10/1/2024,1:33:00 PM,2,"RV, EW, XG",Stream,,,10/28/2024,1374,-51.451163,0.00E+00,-8.239519,0.00E+00,-3.910683,0.00E+00,2 svol,,
1406,WET CENTER,10/4/2024,4:37:00 PM,2,"EW, XG, AH",Stream,,,10/28/2024,1406,-51.247647,3.15E-01,-8.320349,7.97E-02,-4.08243,5.14E-02,,,
1405,WET CENTER,10/4/2024,4:37:00 PM,1,"EW, XG, AH",Stream,8 days since rain,,10/28/2024,1405,-51.251892,3.33E-01,-8.27536,6.88E-02,-4.051975,1.61E-02,,,
1403,WET CENTER,10/8/2024,11:59:00 PM,1,RV,Precipitation,Recieved partial rain over 10/7 and most rain on 10/8. Picked up at 4:15pm on 10/12,,10/29/2024,1403,-30.861602,2.01E-01,-6.278477,7.17E-02,-3.232831,2.73E-02,,,
1404,WET CENTER,10/8/2024,11:59:00 PM,2,RV,Precipitation,Filled partially with ~15mL. Potentially skewed results,,10/29/2024,1404,-30.293386,3.84E-01,-6.197855,8.59E-02,-3.061991,3.43E-02,,,
1456,WET CENTER,11/16/2024,1:43:00 PM,1,"RV, RC",Stream,,,12/3/2024,1456,-52.380431,3.94E-01,-7.147317,8.22E-02,-4.017121,5.80E-02,,,
1539,WET CENTER,11/21/2024,8:05:00 PM,1,RV,Stream_Storm8,6,,12/10/2024,1539,-63.451458,3.32E-01,-8.192846,1.02E-01,-4.267636,1.60E-01,,,
1537,WET CENTER,11/21/2024,12:05:00 PM,1,RV,Stream_Storm8,4,,12/10/2024,1537,-57.103874,1.04E+00,-7.403028,1.67E-01,-3.922929,7.76E-02,,,
1538,WET CENTER,11/21/2024,4:05:00 PM,1,RV,Stream_Storm8,5,,12/10/2024,1538,-56.526136,3.69E-01,-7.37788,1.79E-02,-3.898158,3.04E-02,,,
1536,WET CENTER,11/21/2024,8:05:00 AM,1,RV,Stream_Storm8,3,,12/10/2024,1536,-51.306264,9.00E-01,-6.614414,8.71E-02,-3.606696,8.16E-02,,,
1535,WET CENTER,11/21/2024,4:05:00 AM,1,RV,Stream_Storm8,2,,12/10/2024,1535,-50.368837,4.37E-01,-6.42792,5.05E-02,-3.552783,6.05E-02,,,
1534,WET CENTER,11/21/2024,12:05:00 AM,1,RV,Stream_Storm8,1,,12/10/2024,1534,-47.406852,1.77E+00,-5.936174,1.95E-01,-3.278914,1.73E-01,,,
1540,WET CENTER,11/22/2024,12:05:00 AM,1,RV,Stream_Storm8,7,,12/10/2024,1540,-57.835113,1.78E+00,-7.536335,2.37E-01,-3.853015,1.38E-01,,,
1457,WET Down,11/16/2024,1:45:00 PM,1,"RV, RC",Stream,,,12/3/2024,1457,-52.282516,5.66E-01,-7.105255,8.20E-02,-3.591242,6.14E-02,,,
1455,WET Up,11/16/2024,1:39:00 PM,1,"RV, RC",Stream,,,12/3/2024,1455,-49.252185,6.87E-01,-7.090593,7.22E-02,-4.049619,3.30E-02,,,
1450,Wildwood Cemetery,11/16/2024,12:53:00 PM,1,"RV, RC",Stream,,,12/3/2024,1450,-24.453788,3.97E-01,-0.590239,6.79E-02,-0.637494,4.61E-02,,,
782,Woodside,1/9/2021,-,1,CDG,Snow,,,4/23/2024,782,-128.694448,5.60E-01,-17.069281,1.32E-02,-9.430278,2.30E-02,fvol,,
372,Woodside,5/16/2021,11:59:00 PM,1,CDG,Precipitation,,,11/27/2023,372,-35.864736,6.35E-01,-6.146926,6.21E-02,-3.12E+00,8.94E-02,,,
196,Woodside,5/28/2021,7:00:00 PM,1,CDG,Precipitation,7:00 PM -> 8:00 AM,,9/26/2023,196,-82.411152,4.10E-01,-11.953396,6.22E-02,-6.21E+00,3.13E-02,Block Standardization,,
197,Woodside,5/28/2021,7:00:00 PM,1,CDG,Precipitation,,,9/28/2023,197,-71.890925,2.60E-01,-11.273369,2.56E-02,-5.85E+00,5.27E-02,Block Standardization,,
203,Woodside,5/29/2021,5:00:00 PM,1,CDG,Precipitation,,,9/29/2023,203,-42.0864,8.90E-01,-12.9804,5.47E-02,-6.92E+00,5.48E-03,Block Standardization,,
195,Woodside,5/30/2021,11:00:00 PM,2,CDG,Precipitation,,,9/28/2023,195,-58.972326,4.17E-01,-7.87593,4.10E-02,-4.09E+00,4.70E-02,Block Standardization,,
194,Woodside,5/30/2021,11:00:00 PM,1,CDG,Precipitation,,,9/28/2023,194,-49.524233,3.14E-01,-7.672595,6.99E-02,-3.99E+00,2.66E-02,Block Standardization,,
209,Woodside,6/12/2021,1:00:00 PM,1,CDG,Precipitation,,,9/29/2023,209,-7.02785,7.12E-01,-1.56192,9.17E-02,-9.49E-01,6.33E-02,Block Standardization,,
210,Woodside,6/22/2021,11:00:00 PM,2,CDG,Precipitation,,,9/29/2023,210,-67.4809,1.39E+00,-9.20764,2.05E-01,-5.00E+00,1.21E-01,Block Standardization,,
211,Woodside,6/22/2021,11:00:00 PM,1,CDG,Precipitation,,,9/29/2023,211,-46.371,3.20E-02,-8.98374,4.69E-02,-4.84E+00,2.75E-02,Block Standardization,,
213,Woodside,6/30/2021,11:30:00 PM,2,CDG,Precipitation,,,9/29/2023,213,-14.2914,1.60E-01,-3.86379,4.62E-02,-2.02E+00,3.66E-02,Block Standardization,,
220,Woodside,7/1/2021,11:59:00 PM,1,CDG,Precipitation,,,10/2/2023,220,-47.061005,2.23E-01,-11.102957,3.74E-02,2.58E-02,3.24E-02,Block Standardization,,
215,Woodside,7/1/2021,11:59:00 PM,2,CDG,Precipitation,,,9/29/2023,215,-64.628,3.90E-01,-11.0626,6.75E-02,-5.84E+00,3.01E-02,Block Standardization,,
217,Woodside,7/2/2021,11:59:00 PM,1,CDG,Precipitation,,,9/29/2023,217,-82.7048,1.05E-01,-11.4743,2.92E-02,-5.98E+00,2.76E-02,Block Standardization,,
216,Woodside,7/2/2021,11:59:00 PM,2,CDG,Precipitation,,,2/22/2024,216,-56.858893,8.24E-01,-11.416481,1.26E-01,-6.25E+00,7.57E-02,4 2Hck,,
221,Woodside,7/3/2021,11:59:00 PM,1,CDG,Precipitation,,,10/2/2023,221,-46.101951,3.12E-01,-5.86064,5.72E-02,3.87E-02,3.08E-02,Block Standardization,,
218,Woodside,7/3/2021,11:59:00 PM,2,CDG,Precipitation,,,9/29/2023,218,-13.6648,2.53E-01,-5.71064,9.03E-02,-2.95E+00,3.92E-02,Block Standardization,,
222,Woodside,7/4/2021,11:00:00 AM,1,CDG,Precipitation,,,10/2/2023,222,-55.8379,2.33E-01,-10.705655,2.72E-02,6.98E-02,2.97E-02,Block Standardization,,
223,Woodside,7/4/2021,11:00:00 AM,2,CDG,Precipitation,,,10/2/2023,223,-56.687488,2.66E-01,-10.536673,2.28E-02,6.35E-02,2.80E-02,Block Standardization,,
224,Woodside,7/6/2021,11:00:00 PM,1,CDG,Precipitation,,,10/2/2023,224,-21.393652,7.86E-02,-4.621008,2.65E-02,2.68E-02,3.06E-02,Block Standardization,,
225,Woodside,7/7/2021,9:00:00 PM,1,CDG,Precipitation,,,10/2/2023,225,-36.163953,1.69E-01,-4.99982,2.51E-02,2.54E-02,2.59E-02,"Block Standardization, fvol",,
227,Woodside,7/8/2021,11:50:00 PM,1,CDG,Precipitation,,,10/2/2023,227,-39.725141,5.17E-01,-6.234723,3.62E-02,8.84E-02,2.78E-02,Block Standardization,,
228,Woodside,7/8/2021,8:00:00 AM,1,CDG,Precipitation,,,10/2/2023,228,-46.146064,2.25E-01,-6.212794,3.08E-02,2.33E-02,2.75E-02,Block Standardization,,
226,Woodside,7/8/2021,11:50:00 PM,2,CDG,Precipitation,,,10/2/2023,226,-17.754039,2.05E-01,-6.09197,8.38E-02,3.05E-02,2.67E-02,"Block Standardization, fvol",,
229,Woodside,7/9/2021,10:00:00 AM,1,CDG,Precipitation,10:00 AM -> 12:00 PM,,10/2/2023,229,-87.217098,3.39E-01,-11.849832,4.28E-02,5.99E-02,2.66E-02,Block Standardization,,
230,Woodside,7/9/2021,10:00:00 AM,2,CDG,Precipitation,10:00 AM -> 12:00 PM,,10/2/2023,230,-71.548739,2.56E-01,-11.776306,4.23E-02,2.72E-02,2.75E-02,Block Standardization,,
232,Woodside,7/9/2021,12:00:00 AM,2,CDG,Precipitation,"Bulk, 12:00 AM -> 4:00 PM",,10/2/2023,232,-76.023779,4.89E-01,-9.938141,4.98E-02,2.51E-02,2.64E-02,Block Standardization,,
231,Woodside,7/9/2021,12:00:00 AM,1,CDG,Precipitation,"Bulk, 12:00 AM -> 4:00 PM",,10/2/2023,231,-54.320079,1.54E-01,-9.729171,3.19E-02,4.14E-02,2.68E-02,Block Standardization,,
193,Woodside,7/9/2021,12:00:00 AM,1,CDG,Precipitation,12:00 AM -> 10:00 AM,,9/28/2023,193,-58.628536,2.50E-01,-8.344542,8.09E-02,-4.42E+00,4.49E-02,Block Standardization,,
219,Woodside,7/9/2021,12:00:00 PM,1,CDG,Precipitation,Empty 12:00 PM -> 4:00 PM,,9/29/2023,219,-63.5291,1.35E-01,-7.26817,3.81E-02,-3.77E+00,2.42E-02,Block Standardization,,
234,Woodside,7/10/2021,10:00:00 AM,2,CDG,Precipitation,,,10/2/2023,234,-45.129827,2.46E-01,-7.405989,7.14E-02,4.39E-02,2.75E-02,Block Standardization,,
233,Woodside,7/10/2021,10:00:00 AM,1,CDG,Precipitation,,,10/2/2023,233,-42.83594,2.48E-01,-7.396959,6.09E-02,3.00E-02,2.69E-02,Block Standardization,,
236,Woodside,7/11/2021,11:59:00 PM,2,CDG,Precipitation,,,10/2/2023,236,-29.0138,4.76E-01,-5.735516,4.86E-02,5.41E-02,2.67E-02,Block Standardization,,
235,Woodside,7/11/2021,11:59:00 PM,1,CDG,Precipitation,,,10/2/2023,235,-15.904008,4.94E-01,-5.686498,5.99E-02,3.60E-02,2.70E-02,Block Standardization,,
239,Woodside,7/12/2021,10:50:00 PM,1,CDG,Precipitation,,,10/2/2023,239,-35.174945,8.49E-02,-7.341492,3.47E-02,8.15E-03,2.67E-02,Block Standardization,,
238,Woodside,7/12/2021,12:00:00 PM,2,CDG,Precipitation,,,10/2/2023,238,-40.533884,2.75E-01,-6.717161,7.44E-02,5.45E-02,2.60E-02,Block Standardization,,
237,Woodside,7/12/2021,12:00:00 PM,1,CDG,Precipitation,,,10/2/2023,237,-28.26551,1.91E-01,-6.653953,8.16E-02,5.38E-02,2.66E-02,Block Standardization,,
240,Woodside,7/13/2021,10:50:00 PM,1,CDG,Precipitation,,,10/3/2023,240,-36.8258,3.30E-01,-6.08882,,-3.067302,4.71E-02,"Block Standardization, fvol",,
241,Woodside,7/13/2021,10:50:00 PM,2,CDG,Precipitation,,,10/3/2023,241,-37.5309,2.97E-01,-5.95738,5.18E-02,-2.96E+00,3.09E-02,Block Standardization,,
94,Woodside,7/17/2021,11:59:00 PM,1,CDG,Precipitation,,,11/17/2022,94,-24.331174,8.32E-01,-4.974011,7.01E-02,-2.61E+00,3.67E-02,"Linear Spline Fit , 4 2Hck",,
95,Woodside,7/17/2021,11:59:00 PM,2,CDG,Precipitation,,,11/17/2022,95,-23.467877,1.59E+00,-4.930431,1.85E-01,-2.55E+00,8.48E-02,"Linear Spline Fit , 4 2Hck",,
93,Woodside,7/17/2021,11:00:00 AM,1,CDG,Precipitation,,,11/17/2022,93,-31.581936,1.80E+00,-4.430436,1.88E-01,-2.33E+00,8.34E-02,"Linear Spline Fit , 4 2Hck",,
97,Woodside,7/18/2021,5:30:00 AM,1,CDG,Precipitation,,,11/17/2022,97,-24.814004,1.76E+00,-5.113293,1.57E-01,-2.65E+00,1.18E-01,"Linear Spline Fit , 4 2Hck",,
96,Woodside,7/18/2021,5:30:00 AM,2,CDG,Precipitation,,,11/17/2022,96,-24.74263,9.36E-01,-5.107275,1.21E-01,-2.65E+00,6.40E-02,"Linear Spline Fit , 4 2Hck",,
98,Woodside,7/19/2021,8:00:00 AM,1,CDG,Precipitation,,,11/17/2022,98,-34.804342,1.38E-01,-6.188285,8.64E-03,-3.29E+00,2.11E-02,"Linear Spline Fit , 1 svol",,
99,Woodside,7/19/2021,8:00:00 AM,2,CDG,Precipitation,,,11/17/2022,99,-30.939432,6.43E-01,-6.041757,8.84E-02,-3.24E+00,6.16E-02,"Linear Spline Fit , 4 2Hck",,
101,Woodside,7/25/2021,10:00:00 AM,2,CDG,Precipitation,,,11/29/2022,101,-8.09E+00,0.00E+00,-2.97E+00,0.00E+00,-1.48E+00,0.00E+00,"Linear Spline Fit , 1 svol, 1 fvol, and 2 pressure flags",,
102,Woodside,7/28/2021,7:00:00 PM,1,CDG,Precipitation,,,11/29/2022,102,-3.17E+01,5.60E-01,-7.69E+00,6.19E-02,-4.06E+00,5.87E-02,Linear Spline Fit,,
103,Woodside,7/28/2021,7:00:00 PM,2,CDG,Precipitation,,,11/29/2022,103,-9.84E+00,1.84E+00,-7.59E+00,1.77E-01,-3.97E+00,7.64E-02,"Linear Spline Fit , 1 pressure , and 3 2Hck",,
104,Woodside,7/30/2021,9:00:00 AM,1,CDG,Precipitation,,,11/29/2022,104,-3.45E+01,8.22E-01,-5.98E+00,8.56E-02,-3.13E+00,5.71E-02,"Linear Spline Fit , 4 2Hck",,
105,Woodside,7/30/2021,9:00:00 AM,2,CDG,Precipitation,,,11/29/2022,105,-3.58E+01,1.34E+00,-5.84E+00,1.58E-01,-3.08E+00,1.01E-01,"Linear Spline Fit , 4 2Hck",,
